ProductKey,"Product Name",Brand,Category,Subcategory,Total_Units_Sold,Total_Revenue_USD
1115,"Fabrikam SLR Camera 35" M358 Silver",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",58,19024
131,"Adventure Works 20" Analog CRT TV E45 White","Adventure Works","TV and Video",Televisions,95,19000
129,"Adventure Works 20" Analog CRT TV E45 Silver","Adventure Works","TV and Video",Televisions,95,19000
1841,"Litware Washer & Dryer 15.5in E150 Blue",Litware,"Home Appliances","Washers & Dryers",19,18981
957,"A. Datum Full Frame Digital Camera X300 Black","A. Datum","Cameras and camcorders","Digital Cameras",82,18942
126,"Adventure Works 19" Color Digital TV E35 Black","Adventure Works","TV and Video",Televisions,132,18928.800000000003
1904,"Fabrikam Refrigerator 19CuFt M7600 Brown",Fabrikam,"Home Appliances",Refrigerators,21,18879
201,"Litware Home Theater System 5.1 Channel M512 Black",Litware,"TV and Video","Home Theater System",27,18873
1505,"The Phone Company Smart phones 6-LINE SCREEN M21 Pink","The Phone Company","Cell phones","Smart phones & PDAs",82,18860
557,"Proseware Screen 125in X1609 White",Proseware,Computers,"Projectors & Screens",41,18819
1142,"Fabrikam SLR Camera M150 Green",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",48,18811.199999999997
2159,"Adventure Works Coffee Maker Auto 10C M100 Grey","Adventure Works","Home Appliances","Coffee Machines",25,18649.75
2141,"Adventure Works Coffee Maker Auto 10C M100 Black","Adventure Works","Home Appliances","Coffee Machines",25,18649.75
1067,"A. Datum SLR Camera 35" M358 Pink","A. Datum","Cameras and camcorders","Digital SLR Cameras",55,18590
172,"SV 22xDVD X680 Black","Southridge Video","TV and Video","VCD & DVD",110,18590
385,"Adventure Works Laptop8.9 E0890 Red","Adventure Works",Computers,Laptops,57,18582
95,"WWI Stereo Bluetooth Headphones E1000 Silver","Wide World Importers",Audio,"Bluetooth Headphones",274,18467.600000000002
544,"Proseware Projector 480p DLP12 Black",Proseware,Computers,"Projectors & Screens",37,18463
24,"Contoso 16GB Mp5 Player M1600 Blue",Contoso,Audio,MP4&MP3,92,18390.8
1644,"Contoso DVD External DVD Burner M200 Blue",Contoso,"Music, Movies and Audio Books","Movie DVD",316,18290.07999999999
1055,"A. Datum SLR Camera 35" M358 Grey","A. Datum","Cameras and camcorders","Digital SLR Cameras",54,18252
2148,"Adventure Works Coffee Maker 12C M100 Silver","Adventure Works","Home Appliances","Coffee Machines",41,18245
1049,"A. Datum SLR Camera 35" X358 Silver","A. Datum","Cameras and camcorders","Digital SLR Cameras",31,18228
1065,"A. Datum SLR Camera 35" X358 Pink","A. Datum","Cameras and camcorders","Digital SLR Cameras",31,18228
132,"Adventure Works 20" Analog CRT TV E45 Brown","Adventure Works","TV and Video",Televisions,91,18200
1889,"Contoso Washer & Dryer 24in M240 Red",Contoso,"Home Appliances","Washers & Dryers",10,18180
465,"Proseware LCD20 M200 Black",Proseware,Computers,Monitors,70,18130
1169,"Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 White",Fabrikam,"Cameras and camcorders",Camcorders,32,18112
182,"SV 16xDVD M320 Silver","Southridge Video","TV and Video","VCD & DVD",152,18088
1151,"Fabrikam Budget Movie-Maker 2/3'' 17mm E100 Black",Fabrikam,"Cameras and camcorders",Camcorders,44,18040
2079,"Contoso Microwave 1.5CuFt X0110 Black",Contoso,"Home Appliances",Microwaves,27,17980.38
1068,"A. Datum SLR Camera X141 Blue","A. Datum","Cameras and camcorders","Digital SLR Cameras",42,17934
1568,"The Phone Company PDA Palm 3.5 inch M810 White","The Phone Company","Cell phones","Smart phones & PDAs",64,17920
1853,"NT Washer & Dryer 25.5in M2550 Silver","Northwind Traders","Home Appliances","Washers & Dryers",9,17909.100000000002
2177,"Fabrikam Coffee Maker Auto 10C M100 White",Fabrikam,"Home Appliances","Coffee Machines",24,17903.76
1507,"The Phone Company Smart phones Unlocked M300 Pink","The Phone Company","Cell phones","Smart phones & PDAs",67,17889
1133,"Fabrikam SLR Camera 35" X358 Blue",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",41,17884.199999999997
242,"Contoso Home Theater System 7.1 Channel M1700 Black",Contoso,"TV and Video","Home Theater System",20,17780
1977,"Litware Refrigerator 9.7CuFt M560 Orange",Litware,"Home Appliances",Refrigerators,36,17748
1572,"SV DVD Player M110 Silver","Southridge Video","Music, Movies and Audio Books","Movie DVD",306,17744.939999999984
187,"SV 22xDVD M600 Silver","Southridge Video","TV and Video","VCD & DVD",136,17666.399999999994
96,"WWI Stereo Bluetooth Headphones E1000 White","Wide World Importers",Audio,"Bluetooth Headphones",262,17658.799999999992
478,"Proseware LCD22W M2001 White",Proseware,Computers,Monitors,26,17654
1073,"A. Datum SLR Camera 35" X358 Orange","A. Datum","Cameras and camcorders","Digital SLR Cameras",30,17640
382,"Adventure Works Laptop12 M1201 Red","Adventure Works",Computers,Laptops,46,17615.7
30,"Contoso 32GB Video MP3 Player M3200 Red",Contoso,Audio,MP4&MP3,69,17595
662,"Proseware Slim-Design Fax Machine with Answering System X180 Black",Proseware,Computers,"Printers, Scanners & Fax",74,17464
1119,"Fabrikam SLR Camera 35" M358 Grey",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",53,17384
303,"SV Car Video LCD9.2W X9281 Black","Southridge Video","TV and Video","Car Video",20,17380
2124,"Contoso Coffee Maker 12C M1000 Silver",Contoso,"Home Appliances","Coffee Machines",39,17355
463,"Proseware LCD22 M2000 Black",Proseware,Computers,Monitors,28,17332
1090,"Contoso SLR Camera M144 Silver Grey",Contoso,"Cameras and camcorders","Digital SLR Cameras",52,17264
28,"Contoso 16GB Mp5 Player M1600 Red",Contoso,Audio,MP4&MP3,86,17191.399999999998
1599,"SV DVD External DVD Burner M200 Blue","Southridge Video","Music, Movies and Audio Books","Movie DVD",297,17190.359999999997
2397,"Proseware Air conditioner 25000BTU L167 Silver",Proseware,"Home Appliances","Air Conditioners",27,17171.73
41,"Contoso 16GB New Generation MP5 Player M1650 Silver",Contoso,Audio,MP4&MP3,74,17168
1618,"Contoso DVD Player M120 White",Contoso,"Music, Movies and Audio Books","Movie DVD",290,17107.099999999988
1871,"Contoso Washer & Dryer 15.5in E155 White",Contoso,"Home Appliances","Washers & Dryers",17,16983
1876,"Contoso Washer & Dryer 15.5in E155 Silver",Contoso,"Home Appliances","Washers & Dryers",17,16983
1094,"Contoso SLR Camera M144 Gold",Contoso,"Cameras and camcorders","Digital SLR Cameras",51,16932
703,"Proseware Laser Jet Color Printer X300 White",Proseware,Computers,"Printers, Scanners & Fax",81,16929
1063,"A. Datum SLR Camera 35" M358 Gold","A. Datum","Cameras and camcorders","Digital SLR Cameras",50,16900
1553,"The Phone Company PDA GPS Phone 3.5 inch M910 Silver","The Phone Company","Cell phones","Smart phones & PDAs",63,16884
661,"Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black",Proseware,Computers,"Printers, Scanners & Fax",74,16872
1173,"Fabrikam Budget Moviemaker 1/2'' 3mm E300 White",Fabrikam,"Cameras and camcorders",Camcorders,39,16848
357,"Fabrikam Laptop14.1 E4101 Red",Fabrikam,Computers,Laptops,51,16830
1936,"Fabrikam Refrigerator 4.6CuFt E2800 Orange",Fabrikam,"Home Appliances",Refrigerators,56,16799.44
1575,"SV DVD Player M140 Gold","Southridge Video","Music, Movies and Audio Books","Movie DVD",275,16772.24999999998
508,"Adventure Works LCD20W M240 White","Adventure Works",Computers,Monitors,60,16740
236,"Litware Home Theater System 7.1 Channel X711 Brown",Litware,"TV and Video","Home Theater System",15,16635
2404,"Proseware Air conditioner 25000BTU L167 Grey",Proseware,"Home Appliances","Air Conditioners",26,16535.739999999998
1471,"The Phone Company Microsoft Windows Mobile M200 Black","The Phone Company","Cell phones","Smart phones & PDAs",72,16488
42,"Contoso 16GB New Generation MP5 Player M1650 White",Contoso,Audio,MP4&MP3,71,16472
480,"Proseware LCD20W M230 White",Proseware,Computers,Monitors,59,16461
37,"Contoso 8GB Clock & Radio MP3 Player X850 Silver",Contoso,Audio,MP4&MP3,55,16457.65
1600,"SV DVD External DVD Burner M200 Silver","Southridge Video","Music, Movies and Audio Books","Movie DVD",284,16437.919999999995
493,"Adventure Works LCD20 M210 Black","Adventure Works",Computers,Monitors,63,16317
1941,"Litware Refrigerator 9.7CuFt M560 White",Litware,"Home Appliances",Refrigerators,33,16269
1075,"A. Datum SLR Camera 35" M358 Orange","A. Datum","Cameras and camcorders","Digital SLR Cameras",48,16224
1051,"A. Datum SLR Camera 35" M358 Silver","A. Datum","Cameras and camcorders","Digital SLR Cameras",48,16224
192,"Litware Home Theater System 4.1 Channel M410 Black",Litware,"TV and Video","Home Theater System",27,16173
1503,"The Phone Company Smart phones 8 GB of Memory M400 Pink","The Phone Company","Cell phones","Smart phones & PDAs",60,16140
1745,"MGS MechWarrior 4 Mach Packs X100","Tailspin Toys","Games and Toys","Download Games",148,16132
1642,"Contoso DVD External DVD Burner M200 Black",Contoso,"Music, Movies and Audio Books","Movie DVD",278,16090.639999999996
392,"WWI Laptop12 M0120 Black","Wide World Importers",Computers,Laptops,42,16083.900000000001
1033,"A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure","A. Datum","Cameras and camcorders","Digital Cameras",60,16080
1148,"Fabrikam Budget Movie-Maker 1'' 25mm E400 Black",Fabrikam,"Cameras and camcorders",Camcorders,38,16036
1598,"SV DVD External DVD Burner M200 Grey","Southridge Video","Music, Movies and Audio Books","Movie DVD",277,16032.759999999993
1860,"NT Washer & Dryer 21in E2100 Blue","Northwind Traders","Home Appliances","Washers & Dryers",10,15999
1830,"Litware Washer & Dryer 21in E214 White",Litware,"Home Appliances","Washers & Dryers",10,15990
533,"WWI LCD20W M250 White","Wide World Importers",Computers,Monitors,57,15903
2342,"Litware Floor Lamp X1015 Blue",Litware,"Home Appliances",Lamps,25,15899.75
185,"SV 22xDVD X680 Silver","Southridge Video","TV and Video","VCD & DVD",94,15886
189,"SV 16xDVD M360 Silver","Southridge Video","TV and Video","VCD & DVD",125,15862.499999999998
176,"SV 16xDVD M360 Black","Southridge Video","TV and Video","VCD & DVD",125,15862.499999999998
1620,"Contoso DVD Player M140 Gold",Contoso,"Music, Movies and Audio Books","Movie DVD",260,15857.399999999983
45,"Contoso 16GB New Generation MP5 Player M1650 Pink",Contoso,Audio,MP4&MP3,68,15776
44,"Contoso 16GB New Generation MP5 Player M1650 blue",Contoso,Audio,MP4&MP3,68,15776
330,"SV Car Video TFT7 M7001 Brown","Southridge Video","TV and Video","Car Video",51,15759
415,"Proseware Laptop8.9 E089 White",Proseware,Computers,Laptops,48,15648
1196,"Fabrikam Budget Moviemaker 1'' 25mm E400 Grey",Fabrikam,"Cameras and camcorders",Camcorders,37,15614
1480,"The Phone Company Smart phones without camera E100 Grey","The Phone Company","Cell phones","Smart phones & PDAs",121,15609
1144,"Fabrikam Home and Vacation Moviemaker 1" 25mm M400 Blue",Fabrikam,"Cameras and camcorders",Camcorders,26,15600
2118,"Contoso Coffee Maker 12C M1000 Black",Contoso,"Home Appliances","Coffee Machines",35,15575
2166,"Fabrikam Coffee Maker 12C M100 Black",Fabrikam,"Home Appliances","Coffee Machines",35,15575
1574,"SV DVD Player M130 Grey","Southridge Video","Music, Movies and Audio Books","Movie DVD",259,15537.409999999982
1112,"Fabrikam SLR Camera X147 Silver",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",24,15480
1470,"The Phone Company Smart phones without camera E100 Black","The Phone Company","Cell phones","Smart phones & PDAs",120,15480
325,"SV Car Video LCD7W M7081 Brown","Southridge Video","TV and Video","Car Video",31,15469
1007,"A. Datum Consumer Digital Camera E100 Orange","A. Datum","Cameras and camcorders","Digital Cameras",55,15455
1139,"Fabrikam SLR Camera 35" M358 Orange",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",47,15416
1079,"Contoso SLR Camera 35" M358 Black",Contoso,"Cameras and camcorders","Digital SLR Cameras",43,15394
1313,"Contoso Conversion Lens M550 Black",Contoso,"Cameras and camcorders","Cameras & Camcorders Accessories",75,15375
127,"Adventure Works 19" Color Digital TV E35 White","Adventure Works","TV and Video",Televisions,107,15343.800000000001
73,"NT Wireless Bluetooth Stereo Headphones E102 White","Northwind Traders",Audio,"Bluetooth Headphones",319,15296.050000000008
1964,"Litware Refrigerator 19CuFt M760 Blue",Litware,"Home Appliances",Refrigerators,17,15283
1911,"Fabrikam Refrigerator 9.7CuFt M5600 Silver",Fabrikam,"Home Appliances",Refrigerators,31,15283
1984,"Fabrikam Microwave 2.2CuFt M1250 White",Fabrikam,"Home Appliances",Microwaves,76,15199.239999999996
1021,"A. Datum Consumer Digital Camera E100 Green","A. Datum","Cameras and camcorders","Digital Cameras",54,15174
1010,"A. Datum Bridge Digital Camera M300 Orange","A. Datum","Cameras and camcorders","Digital Cameras",81,15138.9
2188,"Fabrikam Coffee Maker 12C M100 Gold",Fabrikam,"Home Appliances","Coffee Machines",34,15130
351,"Fabrikam Laptop8.9W E0880 Silver",Fabrikam,Computers,Laptops,45,15120
1149,"Fabrikam Budget Movie-Maker 1/2'' 3mm E300 Black",Fabrikam,"Cameras and camcorders",Camcorders,35,15120
691,"Proseware Slim-Design Fax Machine with Answering System X180 Grey",Proseware,Computers,"Printers, Scanners & Fax",64,15104
175,"SV 16xDVD M350 Black","Southridge Video","TV and Video","VCD & DVD",129,15080.1
1492,"The Phone Company Smart phones 4 GB of Memory M300 White","The Phone Company","Cell phones","Smart phones & PDAs",63,15057
344,"Fabrikam Laptop12 M2000 White",Fabrikam,Computers,Laptops,41,15006
973,"A. Datum Rangefinder Digital Camera X200 Pink","A. Datum","Cameras and camcorders","Digital Cameras",75,15000
1168,"Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 White",Fabrikam,"Cameras and camcorders",Camcorders,25,15000
38,"Contoso 8GB Clock & Radio MP3 Player X850 Black",Contoso,Audio,MP4&MP3,50,14961.5
594,"Contoso Screen 113in M251 White",Contoso,Computers,"Projectors & Screens",50,14950
2117,"Contoso Coffee Maker Auto 10C M1000 Black",Contoso,"Home Appliances","Coffee Machines",20,14919.800000000003
2153,"Adventure Works Coffee Maker Auto 10C M100 White","Adventure Works","Home Appliances","Coffee Machines",20,14919.800000000001
2171,"Fabrikam Coffee Maker Auto 10C M100 Silver",Fabrikam,"Home Appliances","Coffee Machines",20,14919.8
2165,"Fabrikam Coffee Maker Auto 10C M100 Black",Fabrikam,"Home Appliances","Coffee Machines",20,14919.8
603,"Contoso Projector 480p M480 Silver",Contoso,Computers,"Projectors & Screens",65,14885
2158,"Adventure Works Coffee Maker Super-Auto 12C X125 Grey","Adventure Works","Home Appliances","Coffee Machines",9,14850
1097,"Contoso SLR Camera 35" X358 Pink",Contoso,"Cameras and camcorders","Digital SLR Cameras",26,14768
1078,"Contoso SLR Camera M142 Black",Contoso,"Cameras and camcorders","Digital SLR Cameras",47,14758
569,"Proseware Screen 125in X1609 Silver",Proseware,Computers,"Projectors & Screens",32,14688
2154,"Adventure Works Coffee Maker 12C M100 White","Adventure Works","Home Appliances","Coffee Machines",33,14685
2172,"Fabrikam Coffee Maker 12C M100 Silver",Fabrikam,"Home Appliances","Coffee Machines",33,14685
304,"SV Car Video LCD7W M7082 Black","Southridge Video","TV and Video","Car Video",21,14679
2350,"Contoso Air conditioner 10000BTU M0490 White",Contoso,"Home Appliances","Air Conditioners",34,14619.66
1990,"Fabrikam Microwave 2.2CuFt M1250 Silver",Fabrikam,"Home Appliances",Microwaves,73,14599.269999999999
1510,"The Phone Company Smart phones without camera E100 Gold","The Phone Company","Cell phones","Smart phones & PDAs",113,14577
1234,"Fabrikam Business Videographer 1/3" 8.5mm M380 Blue",Fabrikam,"Cameras and camcorders",Camcorders,17,14552
1879,"Contoso Washer & Dryer 24in M240 Blue",Contoso,"Home Appliances","Washers & Dryers",8,14544
494,"Adventure Works LCD20W M240 Black","Adventure Works",Computers,Monitors,52,14508
337,"SV Car Video LCD7 M7001 Brown","Southridge Video","TV and Video","Car Video",44,14476
735,"Proseware High Speed Laser M2000 Green",Proseware,Computers,"Printers, Scanners & Fax",69,14421
291,"Contoso Home Theater System 2.1 Channel M1230 Brown",Contoso,"TV and Video","Home Theater System",40,14400
2008,"Fabrikam Microwave 2.2CuFt M1250 Black",Fabrikam,"Home Appliances",Microwaves,72,14399.279999999997
322,"SV Car Video LCD7 M7002 Silver","Southridge Video","TV and Video","Car Video",39,14391
1922,"Fabrikam Refrigerator 19CuFt M7600 Blue",Fabrikam,"Home Appliances",Refrigerators,16,14384
1046,"A. Datum SLR Camera M135 Black","A. Datum","Cameras and camcorders","Digital SLR Cameras",46,14352
468,"Proseware LCD19W M100 Black",Proseware,Computers,Monitors,80,14320
166,"SV 16xDVD M300 Black","Southridge Video","TV and Video","VCD & DVD",120,14280
188,"SV 16xDVD M350 Silver","Southridge Video","TV and Video","VCD & DVD",122,14261.8
2178,"Fabrikam Coffee Maker 12C M100 White",Fabrikam,"Home Appliances","Coffee Machines",32,14240
2130,"Contoso Coffee Maker 12C M1000 White",Contoso,"Home Appliances","Coffee Machines",32,14240
2135,"Contoso Coffee Maker Auto 10C M1000 Grey",Contoso,"Home Appliances","Coffee Machines",19,14173.810000000001
1477,"The Phone Company Smart phones Unlocked M300 Black","The Phone Company","Cell phones","Smart phones & PDAs",53,14151
1130,"Fabrikam SLR Camera M149 Pink",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",44,14036
1856,"NT Washer & Dryer 15.5in E1550 Silver","Northwind Traders","Home Appliances","Washers & Dryers",14,13998.599999999999
217,"Litware Home Theater System 5.1 Channel M512 Silver",Litware,"TV and Video","Home Theater System",20,13980
320,"SV Car Video LCD7W M7082 Silver","Southridge Video","TV and Video","Car Video",20,13980
1083,"Contoso SLR Camera 35" M358 Silver",Contoso,"Cameras and camcorders","Digital SLR Cameras",39,13962
1175,"Fabrikam Budget Moviemaker 2/3'' 17mm E100 White",Fabrikam,"Cameras and camcorders",Camcorders,34,13940
1893,"Contoso Washer & Dryer 25.5in M255 Pink",Contoso,"Home Appliances","Washers & Dryers",7,13923
1838,"Litware Washer & Dryer 25.5in M350 Blue",Litware,"Home Appliances","Washers & Dryers",7,13923
120,"Adventure Works 13" Color TV E25 Black","Adventure Works","TV and Video",Televisions,116,13918.839999999993
1042,"A. Datum Point Shoot Digital Camera M500 Silver Grey","A. Datum","Cameras and camcorders","Digital Cameras",70,13860
119,"Adventure Works 13" Color TV E25 Silver","Adventure Works","TV and Video",Televisions,114,13678.859999999999
1490,"The Phone Company Smart phones without camera E100 White","The Phone Company","Cell phones","Smart phones & PDAs",106,13674
1072,"A. Datum SLR Camera X142 Orange","A. Datum","Cameras and camcorders","Digital SLR Cameras",32,13664
1012,"A. Datum Point Shoot Digital Camera M500 Orange","A. Datum","Cameras and camcorders","Digital Cameras",69,13662
1122,"Fabrikam SLR Camera M148 Silver Grey",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",41,13612
1032,"A. Datum All in One Digital Camera M200 Azure","A. Datum","Cameras and camcorders","Digital Cameras",72,13536
292,"SV Car Video LCD7W M7080 Black","Southridge Video","TV and Video","Car Video",27,13500
548,"Proseware Screen 100in M1609 Black",Proseware,Computers,"Projectors & Screens",71,13490
1898,"Fabrikam Refrigerator 19CuFt M7600 White",Fabrikam,"Home Appliances",Refrigerators,15,13485
125,"Adventure Works 19" Color Digital TV E35 Silver","Adventure Works","TV and Video",Televisions,94,13479.599999999999
71,"NT Wireless Bluetooth Stereo Headphones E102 Black","Northwind Traders",Audio,"Bluetooth Headphones",281,13473.950000000004
184,"SV 16xDVD E340 Silver","Southridge Video","TV and Video","VCD & DVD",136,13464
1024,"A. Datum Bridge Digital Camera M300 Green","A. Datum","Cameras and camcorders","Digital Cameras",72,13456.799999999997
329,"SV Car Video TFT6.2W E6282 Brown","Southridge Video","TV and Video","Car Video",50,13450
169,"SV 16xDVD M320 Black","Southridge Video","TV and Video","VCD & DVD",113,13447
70,"NT Wireless Bluetooth Stereo Headphones E102 Silver","Northwind Traders",Audio,"Bluetooth Headphones",280,13426.000000000004
211,"Litware Home Theater System 5.1 Channel M510 Silver",Litware,"TV and Video","Home Theater System",21,13419
1114,"Fabrikam SLR Camera M147 Silver",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",40,13360
601,"Contoso Projector 720p M620 Silver",Contoso,Computers,"Projectors & Screens",19,13281
507,"Adventure Works LCD20 M210 White","Adventure Works",Computers,Monitors,51,13209
1290,"Contoso Macro Zoom Lens X300 Silver",Contoso,"Cameras and camcorders","Cameras & Camcorders Accessories",36,13195.8
27,"Contoso 16GB Mp5 Player M1600 White",Contoso,Audio,MP4&MP3,66,13193.400000000001
183,"SV 16xDVD M330 Silver","Southridge Video","TV and Video","VCD & DVD",121,13189
985,"A. Datum Full Frame Digital Camera X300 Pink","A. Datum","Cameras and camcorders","Digital Cameras",57,13167
1500,"The Phone Company Smart phones without camera E100 Pink","The Phone Company","Cell phones","Smart phones & PDAs",102,13158
1174,"Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 White",Fabrikam,"Cameras and camcorders",Camcorders,32,13152
1123,"Fabrikam SLR Camera 35" M358 Silver Grey",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",40,13120
1070,"A. Datum SLR Camera M141 Blue","A. Datum","Cameras and camcorders","Digital SLR Cameras",42,13104
482,"Proseware LCD19W M100 White",Proseware,Computers,Monitors,73,13067
630,"WWI Screen 106in M1609 White","Wide World Importers",Computers,"Projectors & Screens",52,13052
401,"WWI Laptop8.9 E0089 White","Wide World Importers",Computers,Laptops,40,13040
1896,"Contoso Washer & Dryer 15.5in E155 Pink",Contoso,"Home Appliances","Washers & Dryers",13,12987
627,"WWI Projector 480p DLP12 White","Wide World Importers",Computers,"Projectors & Screens",26,12974
307,"SV Car Video LCD7 M7003 Black","Southridge Video","TV and Video","Car Video",35,12915
313,"SV Car Video TFT6.2W E6282 Silver","Southridge Video","TV and Video","Car Video",48,12912
2370,"Contoso Air conditioner 12000BTU M0640 Grey",Contoso,"Home Appliances","Air Conditioners",28,12879.72
640,"WWI Screen 113in M1610 Silver","Wide World Importers",Computers,"Projectors & Screens",43,12857
326,"SV Car Video TFT7 M7000 Brown","Southridge Video","TV and Video","Car Video",43,12857
72,"NT Wireless Bluetooth Stereo Headphones E102 Blue","Northwind Traders",Audio,"Bluetooth Headphones",268,12850.600000000002
619,"WWI Screen 106in M1609 Black","Wide World Importers",Computers,"Projectors & Screens",51,12801
130,"Adventure Works 20" Analog CRT TV E45 Black","Adventure Works","TV and Video",Televisions,64,12800
1850,"NT Washer & Dryer 21in E2100 White","Northwind Traders","Home Appliances","Washers & Dryers",8,12799.2
1082,"Contoso SLR Camera M143 Silver",Contoso,"Cameras and camcorders","Digital SLR Cameras",42,12768
667,"Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Black",Proseware,Computers,"Printers, Scanners & Fax",67,12730
984,"A. Datum Point Shoot Digital Camera M500 Pink","A. Datum","Cameras and camcorders","Digital Cameras",64,12672
1121,"Fabrikam SLR Camera 35" X358 Silver Grey",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",29,12649.8
1129,"Fabrikam SLR Camera 35" X358 Pink",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",29,12649.8
179,"SV 16xDVD M300 Silver","Southridge Video","TV and Video","VCD & DVD",106,12614
1900,"Fabrikam Refrigerator 4.6CuFt E2800 White",Fabrikam,"Home Appliances",Refrigerators,42,12599.58
1991,"Fabrikam Microwave 1.6CuFt M1250 Silver",Fabrikam,"Home Appliances",Microwaves,70,12599.300000000001
572,"Proseware Screen 100in M1609 Silver",Proseware,Computers,"Projectors & Screens",66,12540
1748,"MGS Classic Flight Collection X400","Tailspin Toys","Games and Toys","Download Games",115,12535
305,"SV Car Video LCD7 M7001 Black","Southridge Video","TV and Video","Car Video",38,12502
992,"A. Datum Super-zoom Digital Camera X300 Silver","A. Datum","Cameras and camcorders","Digital Cameras",43,12470
1135,"Fabrikam SLR Camera 35" M358 Blue",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",38,12464
268,"Contoso Home Theater System 7.1 Channel M1700 White",Contoso,"TV and Video","Home Theater System",14,12446
737,"Proseware Color Ink Jet Fax, Copier, Phone M250 Green",Proseware,Computers,"Printers, Scanners & Fax",78,12402
202,"Litware Home Theater System 5.1 Channel M513 Black",Litware,"TV and Video","Home Theater System",18,12402
